QID	Guest Tokens	Guest HLs	Host Tokens	Host HLs	Vote
CNN-378542-13	"['Well,', 'it', 'depends', 'on', 'the', 'product.', 'And', 'in', 'the', 'case', 'of', 'Beyond', 'Meat,', 'you', 'certainly,', 'I', 'think,', 'have', 'less', 'processing', 'in', 'terms', 'of,', 'you', 'know,', ""what's"", 'potentially', 'damaging', 'to', 'human', 'health', 'in', 'that', 'product', 'than', 'you', 'have', 'in', 'many', 'conventional', 'meats', 'that', 'we', 'eat', 'and', 'the', 'processing', 'that', 'goes', 'on', 'in', 'the', 'products', 'into', 'which', 'that', 'meat', 'goes.', 'So,', 'you', 'know,', 'when', 'you', 'compare', 'them,', 'I', 'think', 'that', ""there's"", 'probably', 'huge', 'benefits', 'to', 'human', 'health', 'with', 'some', 'of', 'these', 'plant-based', 'alternatives.', 'You', 'have', 'to', 'read', 'the', 'labels', 'closely.', ""That's"", 'one', 'of', 'the', 'reasons', 'why', 'there', 'is', 'a', 'lot', 'of', 'interest', 'in', 'cell-based', 'meats,', 'right,', 'because', ""you're"", 'essentially', 'just', 'growing', 'the', 'muscle', 'tissues', 'and', 'the', 'connective', 'tissues', 'and', 'the', 'fat', 'tissues', 'that', 'we', 'eat', 'in', 'animal-based', 'meat', 'and', 'you', 'can', 'actually', 'control', 'how', 'much', 'fat', 'and', 'what', 'kind', 'of', 'fat', 'goes', 'into', 'those', 'products...']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.2, 0.2, 0, 0, 0, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0.3, 0.1, 0.2, 0.6, 0.6, 0.6, 0.7, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['So', ""that's"", 'essentially', 'laboratory-made', '--', 'it', 'really', 'is', 'beef;', ""it's"", 'just', 'you', ""don't"", 'need', 'a', 'live', 'animal', 'to', 'get', 'to', 'the', 'beef.', 'You', 'get', 'to', 'it', 'in', 'a', 'lab.']"	[0.2, 0.7, 0.8, 0.8, 0.4, 0.4, 0.4, 0.4, 0.4, 0.1, 0.1, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]	[10, 13]
CNN-69574-17	"[""It's"", 'an', 'impressive', 'sea', 'of', 'faces', ""isn't"", 'it', 'as', 'they', 'wait', 'and', 'just', 'beyond', 'the', 'view', 'of', 'this', 'camera', 'shot', 'inside', 'the', 'hanger,', 'you', 'have', 'several', 'hundred', 'additional', 'people', 'who', 'are', 'wives', 'and', 'husbands', 'and', 'other', 'friends', 'and', 'relatives,', 'other', 'dignitaries', 'who', 'are', 'also', 'waiting', 'to', 'see', 'these', 'pilots', 'and', 'show', 'their', 'support,', 'many', 'of', 'whom', 'still', 'have', 'relatives,', ""we're"", 'told', 'about', '10,', '20,000', 'people', 'from', 'Fort', 'Hood', 'here', 'are', 'currently', 'serving', 'over', 'in', 'Iraq', 'and', 'they', 'are', 'here', 'to', 'show,', 'you', 'see', 'them', 'now,', 'their', 'solidarity.', 'We', 'interviewed', 'the', 'wife', 'of', 'an', 'Apache', 'pilot', 'who', 'is', 'over', 'there', 'now', 'who', 'said', ""they're"", 'here', 'to', 'show', 'that', 'they', 'are', 'all', 'indeed', 'part', 'of', 'a', 'family', 'and', 'that', 'they', 'are', 'all', 'going', 'through', 'this', 'together', 'and', 'they', 'wanted', 'to', 'show', 'their', 'support', 'and', 'also', 'share', 'in', 'the', 'happiness', 'of', 'both', 'the', 'Young', 'and', 'the', 'Williams', 'family', 'that', 'they', 'are', 'here', 'to', 'welcome', 'them', 'home.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['And', 'as', ""we've"", 'seen', 'the', 'plane', 'touching', 'down,', 'we', 'are', 'awaiting', 'a', 'taxiing', 'to', 'this', 'area.', 'I', 'just', 'want', 'to', 'give', 'a', 'sense', 'to', 'the', 'viewers', 'what', 'we', 'are', 'going', 'to', 'witness', 'and', 'I', 'will', 'bring', 'Susan', 'in', 'for', 'this', 'because', 'she', 'knows', 'better', 'than', 'I,', 'but', 'in', 'terms', 'of', 'our', 'coverage,', 'our', 'commentary,', 'I', 'think', 'as', 'much', 'as', 'Susan', 'and', 'I', 'enjoy', 'hearing', 'ourselves', 'talk,', 'I', 'think', 'once', 'we', 'actually', 'see', 'them,', ""we're"", 'going', 'to', 'sort', 'of', 'let', 'the', 'pictures', 'speak', 'for', 'themselves', 'and', 'just', 'sort', 'of', 'enjoy', 'the', 'pictures', 'and', 'the', 'sound', 'as', 'much', 'as', 'we', 'can.', ""We'll"", 'try', 'to', 'sort', 'of', 'describe', 'what', 'you', 'are', 'watching', 'as', 'warranted', 'but', 'as', 'much', 'as', 'possible', 'I', 'think', ""we'll"", 'just', 'let', 'this', 'very', 'special', 'moment', 'speak', 'for', 'itself.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
NPR-46081-4	"['People', 'said,', '`Was', 'your', 'voice', 'been', 'like', 'this', 'all', 'the', ""time?'"", '', 'I', '', '', '', '', '', 'said,', '`Well,', 'they', 'put', 'me', 'in', 'the', 'baritone', 'section', 'in', 'junior', 'choir', 'when', 'I', '', '', '', '', '', 'was', ""eight.'"", '', 'So', 'I', 'kind', 'of', 'been', 'in', 'the', 'basement', 'ever', 'since.', '\n(Singing)', 'Coming', 'for', 'to', 'carry', 'me', 'home.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['But', 'that', 'burgeoning', 'baritone', ""wouldn't"", 'be', 'confined', 'to', 'Gospel', '', '', '', '', '', 'music.', 'In', 'the', 'late', '1950s,', 'Rawls', 'followed', 'the', 'lead', 'of', 'his', 'friend,', '', '', '', '', '', 'superstar', 'Sam', 'Cooke,', 'and', 'moved', 'from', 'praise', 'songs', 'to', 'the', 'secular', 'sounds', 'of', '', '', '', '', '', 'rhythm', 'and', 'blues.']"	[0, 0.3333333333333333, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 3]
NPR-34092-16	"['Well,', 'the', 'disconnect', 'is', 'that', 'too', 'many', 'of', 'my', 'colleagues', 'are', 'not', 'willing', 'to', 'take', 'short', 'term', 'pain', 'for', 'long', 'term', 'gain.', 'Too', 'many', 'have', 'not', 'been', 'willing', 'to', 'do', 'without', 'certain', 'things', 'and', 'unwilling', 'to', 'pay', 'for', 'it.', 'The', 'thing', 'that', 'was', 'missing', 'in', 'the', 'past,', 'frankly,', 'is', 'a', 'lot', 'of', 'the', 'public', ""didn't"", 'understand', 'how', 'bad', 'things', 'really', 'were.', 'And', 'when', 'I', '-', ""I'll"", 'never', 'forget,', 'I', 'was', 'in', 'Brussels', 'at', 'the', 'German', 'marshal', 'Brussels', 'forum', 'and', 'they', 'were', 'talking', 'about', 'the', 'U.S.', 'putting', 'a', 'lot', 'more', 'money', 'into', 'NATO', 'and', 'so', 'forth.', '\nAnd', 'I', 'just', 'basically', 'told', 'them,', 'I', 'said,', 'you', 'know,', ""we've"", 'been', 'the', 'sugar', 'daddy', 'of', 'the', 'world', 'for', '60', 'years.', 'And', 'what', 'you', ""don't"", 'understand', 'is', 'last', 'year,', 'we', 'borrowed', '42', 'cents', 'on', 'every', 'dollar', 'that', 'we', 'spent.', 'A', 'hush', 'went', 'over', 'the', 'room.', 'When', 'I', 'mention', 'that', 'same', 'statistic', 'in', 'speeches', 'that', 'I', 'give,', 'people,', 'a', 'lot', 'of', 'them,', ""didn't"", 'understand', 'this.', 'Now,', 'they', 'do.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25, 0.25, 0.25, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0.25, 0.25, 0.25, 0.25, 0.375, 0.375, 0.375, 0, 0, 0]	"['But', 'if', 'people', 'have', 'not', 'been', 'tuned', 'in', 'to', 'this', 'or', ""haven't"", 'gotten', 'the', 'scale', 'of', 'the', 'borrowing,', 'in', 'theory,', 'you', 'can', 'excuse', 'the', 'House', 'of', 'Representatives.', ""They're"", 'always', 'running', 'for', 'election', 'and', ""they're"", 'the', ""people's"", 'House', 'and', 'the', 'people', 'dont', 'get', 'it.', 'The', 'upper', 'chamber', 'is', 'supposed', 'to', 'be', 'the', 'wise', 'people', 'of', 'the', 'republic', 'who', 'temper', 'those', 'judgments.']"	[0.25, 0.25, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.75, 0.75, 0.5, 0.75, 0.75, 0.75, 0.875, 0.75, 0.75, 0.75, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[8, 15]
CNN-258563-3	"['The', 'individual', 'was', 'swimming', 'out', 'past', 'the', 'first', 'breaker', 'when', 'he', 'actually', 'bumped', 'into', 'the', 'shark.', ""That's"", 'when', 'the', 'shark', 'bit', 'him', 'and', 'pulled', 'him', 'under,', 'and', 'as', 'I', 'stated,', 'he', 'sustained', 'several', 'injuries', 'to', 'his', 'left', 'side.', 'As', 'soon', 'as', 'responders', 'got', 'there,', 'they', 'found', 'that', 'there', 'was', 'a', 'doctor', 'in', 'the', 'immediate', 'area', 'that', 'had', 'provided', 'some', 'care', 'to', 'the', 'patient', 'to', 'sustain', 'him.', 'During', 'their', 'response,', 'when', 'they,', 'you', 'know,', 'talked', 'with', 'the', 'patient', 'and', 'observed', 'his', 'injuries,', 'they', 'knew', 'immediately', 'that', 'he', 'needed', 'to', 'go', 'to', 'definitive', 'care', 'so', 'they', 'requested', 'medevac', 'from', 'the', 'medical', 'center,', 'and', 'they', 'launched', 'a', 'helicopter', 'with', 'a', '45-minute', 'ETA.', 'During', 'that', 'period,', 'the', 'provider', 'got', 'the', 'patient', 'stabilized.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0]	"['OK.', 'Good.', 'So', ""he's"", 'stabilized.']"	[0, 0, 0, 1.0, 1.0]	[3, 3]
NPR-15308-5	"['Well,', 'I', 'think', ""it's"", 'a', 'combination', 'of', 'factors.', 'The', 'infrastructure', 'on', 'Puerto', 'Rico', 'was', 'aged', 'to', 'begin', 'with.', 'The', 'island', 'suffered', 'two', 'catastrophic', 'hurricanes.', 'Because', 'it', 'is', 'an', 'island,', 'it', 'is', 'more', 'limited', 'in', 'the', 'way', 'that', 'we', 'can', 'get', 'support', 'into', 'the', 'island.', ""We're"", 'limited', 'to', 'airports.', ""We're"", 'limited', 'to', 'ports.', 'So', 'there', 'are', 'a', 'number', 'of', 'different', 'factors', 'that', 'have', 'really', 'made', 'it', 'more', 'challenging', 'to', 'do', 'restoration', 'in', 'Puerto', 'Rico', 'and', 'the', 'U.S.', 'Virgin', 'Islands', 'than', 'elsewhere.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Well,', 'talk', 'about', 'the', 'U.S.', 'Virgin', 'Islands', 'for', 'a', 'minute', 'if', 'you', 'would.', 'I', 'mean,', ""it's"", 'a', 'smaller', 'place.', 'I', 'mean,', 'the', 'majority', 'of', 'the', '55,000', 'customers', 'across', 'the', 'U.S.', 'Virgin', 'Islands', 'remain', 'without', 'power,', 'as', 'we', 'understand', 'it.', 'But', 'there', 'some', 'critical', 'facilities', 'have', 'been', 'restored', 'as', 'we', 'understand', 'it.', ""There's"", 'water', 'available', 'for', 'example.', 'So', ""what's"", 'the', 'difference?', 'Was', 'the', 'infrastructure', 'worse', 'in', 'Puerto', 'Rico,', 'or', 'is', 'it', 'just', 'because', ""it's"", 'a', 'bigger', 'place', 'it', 'was', 'a', 'bigger', 'problem?']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
NPR-30517-3	"['Say', 'what', 'you', 'will', 'about', 'Whole', 'Foods', '-', 'the', 'prices,', 'the', 'piety', 'and', ""Mackey's"", 'mouth', '-', 'it', 'made', 'healthy', 'food', 'cool,', 'even', 'glamorous.', 'The', 'CEO', 'sits', 'at', 'a', 'conference', 'table', 'at', 'company', 'headquarters', 'above', 'the', 'store,', 'ruminating', 'on', 'how', 'his', 'world', 'has', 'changed.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Thirty', 'years', 'ago,', 'food', 'was', 'almost', 'only', 'sold', 'on', 'the', 'basis', 'of', 'price', '-', ""didn't"", 'matter', 'where', 'it', 'came', 'from,', ""didn't"", 'matter', 'how', 'it', 'was', 'grown.', 'And', 'today,', 'there', 'are', 'other', 'values', 'that', 'matter', 'to', 'people', 'besides', 'just', 'how', 'much', 'something', 'costs.', ""What's"", 'the', 'nutritional', 'value', 'of', 'it?', 'How', 'are', 'the', 'workers', 'affected?', 'What', 'about', 'the', 'harm', 'that', 'might', 'occur', 'to', 'animals?', 'Is', 'this', 'a', 'sustainable', 'way', 'of', 'agriculture?', 'So,', 'these', 'are', 'all', 'types', 'of', 'things', '-', 'I', 'think', 'Whole', 'Foods', 'has', 'helped', 'move', 'those', 'more', 'into', 'mainstream', 'consciousness.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 3]
CNN-130492-3	['Law', 'enforcement', 'analyst.']	[1.0, 1.0, 1.0]	['All', 'right.', 'Not', 'a', 'security', 'analyst?']	[0, 0, 1.0, 1.0, 1.0, 1.0]	[2, 9]
NPR-42283-9	"[""That's"", 'right.', ""That's"", 'the', 'rub.', ""That's"", 'the', 'big', 'challenge.', 'The', 'ACLU', 'basically', 'wants', 'to', 'stay', 'away', 'from', 'state', 'secrets.', ""They're"", 'trying', 'to', 'push', 'this', 'judge', 'to', 'rule', 'on', 'the', 'constitutionality', 'of', 'this', 'particular', 'program', 'without', 'getting', 'into', 'state', 'secrets.', ""They're"", 'saying,', 'we', 'know', 'enough', 'about', 'the', 'program.', 'The', 'president', 'has', 'acknowledged', 'he', 'is', 'wiretapping', 'people', 'without', 'a', 'warrant,', 'people', 'in', 'the', 'United', 'States.', 'That', 'should', 'be', 'illegal.', 'Just', 'get', 'to', 'that', 'point,', 'judge,', 'before', 'you', 'get', 'to', 'the', 'state', 'secrets', 'issue.', '\nAnd', 'of', 'course', 'the', 'government', 'wants', 'everything', 'to', 'stop', 'in', 'its', 'tracks', 'right', 'now', 'so', 'that', 'they', ""don't"", 'have', 'to', 'reveal', 'any', 'more', 'information,', 'because', 'they', 'say,', 'we', 'just', ""can't."", 'We', ""can't"", 'talk', 'about', 'the', 'facts', 'of', 'the', 'case.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0, 0, 0, 0, 0, 0.16666666666666666, 0, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"[""Today's"", 'hearing', 'is', 'on', 'a', 'motion', 'by', 'the', 'ACLU', 'to', 'dispense', 'with', 'any', 'further', 'hearings,', 'as', 'I', 'understand', 'this.', 'Is', 'that', 'what', ""they're"", 'asking?']"	[0.5, 0.5, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[6, 15]
CNN-349795-9	"['Yes.', 'So', 'the', 'two', 'witnesses', 'are', 'actually', 'roommates.', 'One', 'was', 'in', 'the', 'living', 'room,', 'the', 'other', 'in', 'her', 'bedroom.', 'One', 'was', 'in', 'the', 'living', 'room', 'watching', 'television,', 'both', 'heard', 'a', 'knock', 'or', 'pounding', 'on', 'the', 'door.', 'The', 'one', 'closer', 'to', 'the', 'scene,', 'in', 'her', 'bedroom', 'reading', 'a', 'book,', 'she', 'heard', 'pounding', 'followed', 'by', 'a', 'female', 'voice', 'saying', 'open', 'up,', 'let', 'me', 'in.', 'She', 'said', 'the', 'voice', ""didn't"", 'sound', 'like', 'an', 'officer', 'command', 'but', 'sounded', 'like', 'someone', 'that', 'wanted', 'to', 'be', 'let', 'in', 'the', 'apartment.', 'She', 'said', 'that', 'was', 'shortly', 'followed', 'by', 'the', 'sound', 'of', 'gunshots', 'and', 'sound', 'of', 'a', ""man's"", 'voice', 'saying', 'what', 'she', 'believed', 'to', 'be,', 'oh,', 'my', 'god,', 'why', 'did', 'you', 'do', 'that.', 'Again,', 'I', 'have', 'a', 'difficult', 'time', 'figuring', 'out', 'how', 'those', 'facts', 'play', 'into', 'what', 'we', 'know.', 'But', 'I', 'know', 'if', 'a', 'door', 'is', 'locked,', ""there's"", 'no', 'one', 'pounding', 'on', 'it.', ""I'm"", 'sorry,', 'I', 'mean', 'if', 'a', 'door', 'is', 'open,', 'there', ""wouldn't"", 'be', 'anyone', 'pounding', 'on', 'it.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	"['There', ""wouldn't"", 'be', 'anyone', 'pounding', 'on', 'it', 'to', 'let', 'them', 'in.', 'Do', 'you', 'know', 'this', 'officer', '--', 'did', 'the', 'officer', 'and', 'Mr.', 'Jean,', 'did', 'they', 'know', 'each', 'other?']"	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 3]
